1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
756,713,3,No,0,None,756,216,Unf,1906,1469,TA,10320.0,60.0,0.0,0,7,6,756,1906,1995,135000
2113,0,2,Gd,1696,Glq,413,839,Fin,1995,2113,Gd,10437.0,91.0,660.0,46,6,8,2109,1995,1995,350000
525,0,3,No,0,Unf,525,264,Unf,1971,1092,TA,1680.0,21.0,381.0,0,5,6,525,1971,1971,88000
1053,0,3,No,806,Alq,247,312,Rfn,1959,1053,Gd,10007.0,72.0,54.0,0,7,5,1053,1959,2006,145500
851,651,3,No,0,Unf,776,270,Rfn,1931,1502,TA,7200.0,60.0,0.0,0,6,7,776,1931,2000,149000
912,546,3,No,0,Unf,912,330,Unf,1948,1458,TA,17503.0,78.0,0.0,0,5,6,912,1948,1950,97500
1486,0,3,No,637,Blq,849,480,Fin,1968,1486,TA,9937.0,75.0,0.0,0,7,5,1486,1964,1999,167000
1142,793,3,No,0,Unf,793,550,Rfn,1976,1935,TA,12384.0,69.0,233.0,113,7,7,793,1976,1976,197900
1686,762,4,No,1361,Glq,88,711,Rfn,1994,2448,Gd,37567.64000000022,52.0,528.0,76,7,8,1629,1994,2005,402000
1392,0,2,No,0,Unf,1392,576,Rfn,1968,1392,TA,13560.0,120.0,216.0,0,3,6,1392,1968,1968,110000
1181,0,3,Av,920,Blq,38,588,Rfn,1974,1181,TA,10012.0,90.0,0.0,0,5,4,1138,1972,1972,137500
2097,0,1,Mn,1721,None,356,1134,Fin,2005,2097,Ex,20896.0,49.0,0.0,267,5,8,2077,2005,2006,423000
1454,482,3,No,0,Unf,1406,504,Rfn,2000,1936,Gd,11194.0,106.0,40.0,124,5,8,1406,2000,2000,230500
1465,915,3,No,187,Lwq,111,596,Unf,1965,2380,TA,18450.0,69.0,113.0,265,5,6,1021,1965,1979,129000
1679,0,3,No,1138,Glq,270,575,Rfn,1994,1679,Gd,8125.0,65.0,258.0,42,5,6,1408,1994,1998,193500
1437,0,3,No,988,Rec,200,576,Unf,1999,1437,TA,14175.0,69.0,0.0,0,6,5,1188,1956,1987,168000
1180,0,2,No,0,Unf,700,252,Unf,1922,1180,Fa,11600.0,80.0,0.0,0,5,4,700,1922,1950,137500
738,0,3,No,193,Glq,545,540,Fin,2005,1476,Gd,8633.0,64.0,0.0,35,5,6,738,2005,2005,173500
697,672,3,No,551,Blq,121,300,None,1930,1369,TA,6629.0,54.0,0.0,0,6,6,672,1925,1950,103600
1208,0,3,No,767,Alq,441,546,Rfn,1977,1208,TA,11250.0,69.0,0.0,42,6,6,1208,1977,1977,165000
1839,0,3,No,1186,Glq,291,416,Fin,1957,1839,Gd,14442.0,110.0,106.0,87,7,6,1477,1957,2004,257500
1136,0,3,No,892,Rec,244,384,None,1965,1136,TA,9200.0,80.0,0.0,0,6,6,1136,1965,1965,140000
855,586,3,No,311,Alq,544,440,Unf,1978,1441,TA,2289.0,24.0,0.0,0,6,6,855,1978,1978,148500
1095,679,4,No,0,Unf,1095,779,Unf,1920,1774,TA,9600.0,60.0,0.0,0,2,4,1095,1900,1950,87000
792,0,2,No,0,Unf,768,240,Unf,1924,792,Gd,9022.0,52.0,0.0,0,8,5,768,1924,2006,109500
2046,0,3,Mn,0,Unf,2046,834,Fin,2008,2046,Gd,11844.0,80.0,464.0,82,5,8,2046,2008,2008,372500
988,0,3,No,827,Rec,161,572,Unf,1963,988,TA,9945.0,69.0,57.0,0,5,5,988,1961,1961,128500
923,0,2,No,543,Blq,261,264,Rfn,1980,923,TA,8012.0,50.0,0.0,0,5,6,923,1980,1980,143000
848,672,3,No,182,Rec,611,281,Unf,1968,1520,TA,4500.0,55.0,0.0,0,5,5,793,1932,2000,159434
1291,0,2,Mn,1003,Glq,288,431,Unf,1996,1291,Gd,2887.0,69.0,0.0,0,5,6,1291,1996,1997,173000
1668,0,3,Av,1059,Glq,567,702,None,2002,1668,Gd,11248.0,90.0,215.0,45,5,9,1626,2002,2002,285000
1195,644,4,No,0,Unf,1195,486,Fin,1998,1839,TA,16770.0,58.0,30.0,81,5,7,1195,1998,1998,221000
1190,900,3,Mn,828,Glq,180,577,Fin,1984,2090,Gd,5062.0,69.0,0.0,0,5,7,1190,1984,1984,207500
874,887,3,No,0,Unf,874,578,Fin,2007,1761,Gd,10207.0,84.0,0.0,105,6,7,874,2007,2007,227875
551,551,2,No,239,Glq,312,480,Unf,2004,1102,Gd,5105.0,69.0,0.0,60,5,7,551,2004,2004,148800
1419,0,2,Av,945,None,474,567,Rfn,2007,1419,Gd,8089.0,60.0,0.0,0,6,8,1419,2007,2007,392000
1362,0,2,Av,20,Alq,1342,460,None,2005,1362,Gd,7577.0,61.0,256.0,28,5,6,1362,2005,2006,194700
848,0,1,Gd,697,Glq,151,420,Rfn,2004,848,Gd,4426.0,69.0,147.0,0,5,6,848,2004,2004,141000
2444,1872,4,Gd,1455,Glq,989,832,Fin,1994,4316,Ex,21535.0,104.0,1170.0,50,6,10,2444,1994,1995,755000
1238,1281,4,Gd,965,Glq,245,628,Rfn,1989,2519,Gd,26178.0,42.0,293.0,27,5,7,1210,1989,1990,335000
1073,0,2,No,0,Unf,1073,326,None,1968,1073,TA,5400.0,60.0,0.0,0,6,5,1073,1921,1968,108480
1067,472,0,No,0,Unf,927,576,Unf,1995,1539,TA,6120.0,51.0,0.0,0,6,5,927,1936,1950,141500
1137,0,2,No,980,Glq,92,551,Unf,1987,1137,Gd,13811.0,54.0,72.0,0,6,6,1112,1987,1987,176000
616,0,2,No,616,Lwq,0,205,Unf,1921,616,TA,6000.0,50.0,0.0,0,7,5,616,1921,1950,89000
1148,0,2,Mn,210,Lwq,219,308,Unf,1952,1148,TA,6420.0,57.0,0.0,0,7,5,980,1952,1952,123500
894,0,3,No,553,Glq,224,336,Unf,1973,894,TA,8450.0,65.0,0.0,144,8,5,894,1965,2009,138500
1391,0,2,Mn,16,None,1375,530,None,2004,1391,Gd,4282.0,59.0,0.0,158,5,7,1391,2004,2004,196000
1800,0,3,Gd,1274,Glq,526,765,Fin,2002,1800,Gd,14331.0,85.0,630.0,78,5,8,1800,2002,2002,312500
1164,0,3,No,0,Unf,1164,528,Unf,1969,1164,TA,9600.0,80.0,168.0,0,5,7,1164,1969,1969,140000
1264,1312,4,No,0,Unf,1234,666,Fin,2006,2576,Ex,12438.0,82.0,466.0,100,5,8,1234,2006,2006,361919
1032,0,4,No,0,Unf,360,672,Unf,1999,1812,Gd,7630.0,76.0,0.0,0,9,5,360,1900,1996,140000
1484,0,3,Av,712,Glq,761,606,Rfn,2004,1484,Gd,8400.0,70.0,109.0,35,5,7,1473,2004,2005,213000
372,720,3,None,0,None,0,0,None,0,1092,Fa,5600.0,70.0,0.0,0,5,4,0,1930,1950,55000
1824,0,2,Gd,1219,Glq,424,739,Unf,1971,1824,Gd,37567.64000000022,69.0,351.0,48,5,7,1643,1971,2002,302000
1324,0,2,No,863,Glq,461,550,Fin,2006,1324,Gd,6240.0,48.0,176.0,38,5,8,1324,2006,2006,254000
728,728,3,Av,0,Unf,728,400,Fin,2007,1456,Gd,9018.0,65.0,0.0,24,5,7,728,2007,2007,179540
904,0,3,No,0,Unf,876,408,Unf,1966,904,TA,7162.0,69.0,41.0,0,7,5,876,1966,1966,109900
729,0,2,No,0,Unf,270,0,None,0,729,TA,4130.0,56.0,0.0,0,6,3,270,1935,2003,52000
859,319,2,Mn,0,Unf,859,384,Rfn,1964,1178,TA,8712.0,66.0,0.0,0,7,4,859,1900,1950,102776
1228,0,2,Mn,767,Glq,461,472,Fin,1988,1228,Gd,4671.0,40.0,0.0,120,5,8,1228,1988,1989,189000
960,0,3,Av,789,Alq,171,576,Unf,1970,960,TA,9873.0,60.0,160.0,288,5,4,960,1970,1970,129000
725,754,3,No,533,Glq,192,475,Rfn,1976,1479,Gd,13517.0,69.0,289.0,44,8,6,725,1976,2005,130500
1350,0,3,No,0,Unf,1064,478,Rfn,1974,1350,TA,10140.0,78.0,174.0,0,5,6,1064,1974,1974,165000
1576,978,3,No,0,None,718,704,Unf,1996,2554,TA,10800.0,60.0,0.0,48,8,7,718,1890,1998,159500
1178,0,3,No,1084,Blq,92,439,Unf,1973,1178,Gd,10000.0,80.0,0.0,0,6,5,1176,1973,2000,157000
1325,1093,3,Gd,1173,Glq,138,983,Rfn,1993,2418,Gd,10542.0,96.0,651.0,154,5,7,1311,1993,1994,341000
971,0,3,Gd,523,None,448,300,Unf,1969,971,TA,9920.0,69.0,0.0,0,6,5,971,1969,1969,128500
1742,0,2,Gd,1148,Glq,594,564,Rfn,1985,1742,Gd,6563.0,69.0,0.0,28,5,8,1742,1985,1985,275000
848,0,1,Av,662,Glq,186,420,None,2004,848,Gd,4426.0,69.0,169.0,0,5,6,848,2004,2004,143000
864,0,3,No,191,Alq,673,463,Unf,1994,864,TA,8120.0,70.0,0.0,0,7,4,864,1970,1970,124500
997,0,4,No,0,Unf,941,548,Unf,1958,1470,TA,8172.0,60.0,0.0,0,6,4,941,1954,1972,135000
1698,0,3,No,1234,Glq,464,768,None,2007,1698,Ex,13286.0,86.0,340.0,64,5,9,1698,2007,2008,320000
864,0,3,No,375,None,250,660,Unf,1989,864,Gd,6960.0,60.0,0.0,0,6,4,864,1970,1970,120500
1680,0,3,No,808,Glq,72,540,Fin,1988,1680,Gd,21695.0,69.0,260.0,44,9,6,880,1988,2007,222000
1232,0,2,Av,724,Glq,508,632,None,2007,1232,Gd,7314.0,64.0,82.0,0,5,7,1232,2007,2007,194500
1776,0,4,No,0,Unf,1584,888,Unf,1968,1776,TA,11475.0,85.0,95.0,25,5,5,1584,1958,1958,110000
848,0,2,No,152,Blq,628,539,Unf,1962,1208,TA,6240.0,52.0,0.0,23,5,4,780,1925,1950,103000
1616,0,2,No,1180,Glq,415,608,Rfn,1995,1616,Gd,5389.0,39.0,0.0,152,5,8,1595,1995,1996,236500
1146,0,3,Av,786,Glq,82,438,None,2003,1146,Gd,9590.0,73.0,442.0,22,5,7,868,2003,2003,187500
1153,878,3,Av,252,Alq,901,541,Fin,1998,2031,Gd,11404.0,75.0,202.0,84,5,7,1153,1998,1999,222500
1144,0,3,No,594,Blq,270,264,Rfn,1961,1144,TA,10000.0,80.0,0.0,0,6,5,864,1961,1983,131400
948,0,3,No,0,Unf,948,300,Unf,1968,948,TA,8978.0,69.0,0.0,0,5,5,948,1968,1968,108000
880,888,2,Mn,390,None,490,320,Unf,1914,1768,TA,10800.0,60.0,0.0,341,7,7,880,1914,1970,163000
1040,0,2,None,0,None,0,400,Unf,1949,1040,TA,8544.0,60.0,0.0,0,4,3,0,1950,1950,93500
901,900,3,No,0,Unf,893,800,None,2005,1801,Gd,10463.0,72.0,0.0,116,5,8,893,2005,2005,239900
1200,0,3,Gd,1200,Glq,0,0,None,0,1200,TA,10800.0,60.0,0.0,0,5,5,1200,1987,1988,179000
864,864,0,No,0,Unf,864,572,Rfn,2004,1728,Gd,9313.0,65.0,0.0,56,5,7,864,2004,2004,190000
768,664,2,No,0,Unf,264,360,Unf,1910,1432,TA,9600.0,60.0,0.0,0,7,5,264,1910,2002,132000
912,0,3,Mn,832,Glq,80,288,None,1962,912,Gd,6768.0,65.0,0.0,0,8,6,912,1961,1996,142000
1349,0,3,No,0,None,1349,539,Unf,2000,1349,TA,8450.0,65.0,108.0,55,5,7,1349,2000,2001,179000
1464,0,3,Av,444,Alq,76,480,Rfn,1997,1464,TA,12886.0,70.0,0.0,0,6,5,520,1963,1999,175000
1337,0,2,No,733,Glq,604,462,Rfn,1993,1337,Gd,5395.0,41.0,0.0,0,5,8,1337,1993,1993,180000
1175,1540,4,No,575,Glq,487,831,Fin,1994,2715,Gd,8963.0,69.0,289.0,204,9,8,1142,1976,1996,299800
980,1276,4,No,300,Glq,652,554,Fin,2000,2256,Gd,8795.0,69.0,0.0,54,5,7,952,2000,2000,236000
1320,1320,4,No,0,Unf,1240,864,Unf,1950,2640,Gd,11700.0,65.0,0.0,0,7,7,1240,1880,2003,265979
1720,0,3,No,919,Glq,801,527,Fin,1996,1720,Gd,10593.0,59.0,338.0,56,5,7,1720,1996,1996,260400
1088,441,4,None,0,None,0,240,Unf,1945,1529,TA,8405.0,50.0,0.0,0,3,4,0,1945,1950,98000
792,348,3,No,0,Unf,576,0,None,0,1140,TA,8800.0,55.0,0.0,160,7,4,576,1910,2004,96500
660,660,3,No,0,Unf,660,400,Fin,2003,1320,Gd,7750.0,69.0,0.0,48,5,7,660,2003,2003,162000
1494,0,3,Gd,1200,Glq,279,576,Rfn,1997,1494,Gd,9236.0,79.0,0.0,27,5,6,1479,1997,1997,217000
1038,1060,0,Mn,0,Unf,1030,878,Rfn,2005,2098,Ex,10240.0,80.0,178.0,52,5,8,1030,2005,2005,275500
1026,0,3,No,439,Glq,115,440,Rfn,1969,1026,Gd,7930.0,61.0,0.0,48,8,6,1026,1969,2005,156000
742,729,3,No,381,Glq,348,440,Unf,1999,1471,TA,3230.0,34.0,894.0,24,5,6,729,1999,1999,172500
866,902,3,Av,20,Glq,846,578,Rfn,2007,1768,Gd,10769.0,68.0,0.0,105,5,8,866,2007,2007,212000
672,714,3,Mn,438,Rec,234,440,Fin,1978,1386,TA,11616.0,69.0,328.0,0,5,6,672,1978,1978,158900
757,0,0,No,549,Alq,195,440,Unf,1999,1501,TA,2280.0,24.0,360.0,0,5,7,744,1999,1999,179400
1328,1203,4,Av,56,Lwq,1198,752,Rfn,1995,2531,Gd,12257.0,65.0,513.0,98,5,8,1318,1995,1995,290000
864,0,2,No,612,Rec,252,300,Unf,2008,864,TA,9100.0,70.0,0.0,0,6,6,864,1959,1959,127500
1301,0,2,Mn,405,Lwq,740,440,Unf,1965,1301,Fa,6911.0,60.0,0.0,0,5,5,1145,1924,1950,100000
764,783,3,Mn,24,Glq,732,614,Unf,2009,1547,Gd,8640.0,72.0,0.0,45,5,7,756,2009,2009,215200
1268,1097,0,Mn,1163,Glq,89,856,None,1999,2365,Gd,9430.0,82.0,673.0,128,5,8,1252,1999,1999,337000
1494,0,0,Av,437,Lwq,0,481,Fin,1995,1494,Ex,9549.0,30.0,0.0,30,5,8,1494,1995,1996,270000
1506,0,2,No,0,Unf,1498,592,None,2008,1506,Ex,14587.0,75.0,284.0,174,5,9,1498,2008,2008,264132
980,734,0,No,394,None,586,496,Unf,1988,1714,TA,10421.0,80.0,42.0,66,5,7,980,1988,1988,196500
983,767,4,Mn,660,Alq,323,423,Unf,1989,1750,TA,12508.0,75.0,0.0,0,7,6,983,1940,1985,160000
1836,0,3,No,24,Glq,1836,484,Fin,2004,1836,Gd,9100.0,70.0,0.0,33,5,7,1860,2004,2005,216837
1690,1589,4,Gd,1416,Alq,234,841,Fin,2003,3279,Ex,37567.64000000022,47.0,603.0,36,5,8,1650,2003,2003,538000
858,0,2,Av,685,Glq,173,576,Unf,1983,858,TA,7252.0,69.0,0.0,0,5,5,858,1982,1982,134900
1220,0,2,No,836,Lwq,0,396,Unf,1951,1220,TA,8877.0,67.0,0.0,0,5,4,836,1951,1951,102000
1117,0,3,Av,422,Alq,480,672,None,1976,1117,TA,7819.0,94.0,0.0,0,5,6,1029,1976,1976,107000
912,0,2,No,456,Rec,456,275,Rfn,1958,912,TA,10150.0,70.0,1.0,0,5,5,912,1958,1958,114500
1973,0,3,Av,0,Unf,1935,895,Fin,2006,1973,Gd,14226.0,110.0,375.0,45,5,8,1935,2006,2006,395000
1204,0,2,No,866,Glq,338,412,None,1998,1204,TA,4500.0,32.0,320.0,247,5,6,1204,1998,1998,162000
1614,0,3,Av,20,Glq,1594,865,Rfn,2005,1614,Gd,11210.0,86.0,240.0,59,5,7,1614,2005,2006,221500
894,0,3,No,762,Alq,102,440,Unf,1974,894,TA,13350.0,100.0,0.0,0,5,5,864,1974,1974,142500
2020,0,4,None,0,None,0,630,Unf,1977,2020,TA,8400.0,60.0,320.0,0,5,5,0,1977,1977,144000
1004,0,2,Gd,975,Glq,0,504,Unf,1977,1004,TA,10530.0,78.0,90.0,0,5,6,975,1977,1977,135000
1253,0,3,No,0,Unf,1237,402,Fin,1995,1253,TA,7875.0,63.0,38.0,21,5,7,1237,1995,1996,176000
810,0,3,No,387,Alq,374,484,Rfn,1992,1603,Gd,7153.0,65.0,0.0,124,5,6,761,1992,1992,175900
1430,0,3,No,0,Unf,1413,605,Rfn,2001,1430,Gd,16285.0,67.0,0.0,33,5,7,1413,2001,2002,187100
1110,0,0,Av,1097,Glq,0,602,Fin,1978,1110,Gd,9101.0,69.0,104.0,30,6,5,1097,1978,1978,165500
742,742,3,No,0,Unf,742,0,None,0,1484,TA,6300.0,35.0,0.0,291,6,6,742,1914,2001,128000
1342,0,3,No,251,Rec,491,457,Unf,1967,1342,TA,9790.0,69.0,0.0,0,5,6,1372,1967,1967,161500
966,686,4,No,686,Lwq,0,416,Unf,1961,1652,TA,10800.0,60.0,0.0,0,6,5,686,1915,1950,139000
956,1128,4,No,656,Glq,300,618,Rfn,2004,2084,Gd,10142.0,76.0,0.0,45,5,7,956,2004,2004,233000
901,0,2,No,0,Unf,901,281,Unf,1954,901,TA,6000.0,50.0,0.0,0,7,4,901,1954,2000,107900
976,1111,5,Gd,568,Lwq,264,444,Fin,1966,2087,Gd,12205.0,69.0,157.0,168,8,6,832,1966,2007,187500
1145,0,2,No,16,Glq,1129,397,Fin,2005,1145,Gd,3182.0,43.0,11.0,16,5,7,1145,2005,2006,160200
1062,0,3,Av,539,Alq,490,539,Rfn,1976,1062,TA,11333.0,69.0,0.0,0,5,6,1029,1976,1976,146800
1127,886,3,Av,862,None,255,455,Unf,1997,2013,TA,9920.0,92.0,0.0,130,5,7,1117,1996,1997,269790
1496,0,0,Av,0,Unf,1496,474,None,2007,1496,Gd,9158.0,76.0,140.0,130,5,8,1496,2007,2007,225000
1086,809,3,No,0,Unf,712,409,Fin,1994,1895,Gd,10832.0,69.0,0.0,46,5,7,712,1994,1996,194500
888,676,3,No,0,Unf,650,476,Unf,1980,1564,TA,8400.0,70.0,130.0,50,6,6,650,1980,1981,171000
1285,0,3,No,0,Unf,660,528,Rfn,1977,1285,TA,8197.0,71.0,148.0,0,5,6,660,1977,1977,143500
773,0,2,No,570,None,203,240,Unf,1953,773,TA,7677.0,57.0,0.0,0,5,5,773,1953,1953,110000
1966,1174,4,No,0,Unf,1926,820,Fin,2009,3140,Ex,13518.0,104.0,860.0,78,5,9,1926,2008,2009,485000
981,787,3,No,569,Alq,162,240,Unf,1939,1768,Gd,7200.0,60.0,252.0,0,7,5,731,1937,1950,175000
616,1072,4,Gd,462,Glq,154,603,Rfn,1997,1688,Gd,12798.0,79.0,0.0,114,5,6,616,1997,1997,200000
1196,0,2,No,197,Lwq,999,440,Unf,1957,1196,TA,4800.0,40.0,0.0,0,7,4,1196,1916,1990,109900
728,728,3,Av,648,Glq,80,410,Fin,2005,1456,Gd,8199.0,63.0,0.0,18,5,7,728,2005,2005,189000
1734,1088,0,Gd,0,Unf,1734,1020,Rfn,2009,2822,Ex,13891.0,107.0,424.0,170,5,9,1734,2008,2009,582933
1128,0,2,No,812,Lwq,124,286,Unf,1954,1128,TA,9000.0,75.0,0.0,0,5,5,936,1954,1954,118000
1428,0,3,No,0,None,1417,554,Rfn,2008,1428,Ex,12274.0,91.0,256.0,60,5,7,1417,2008,2008,227680
980,0,3,Av,400,None,100,384,Fin,1967,980,TA,9750.0,75.0,0.0,0,5,5,980,1967,1967,135500
1072,504,0,Gd,1309,Glq,15,528,Rfn,1923,1576,Gd,21384.0,144.0,0.0,312,6,5,1324,1923,2004,223500
1086,0,3,Av,516,Alq,380,484,Rfn,1966,1086,TA,13400.0,85.0,1047.0,0,5,5,1024,1966,1966,159950
1075,1063,2,No,0,Unf,849,360,Unf,1910,2138,TA,8100.0,90.0,0.0,156,5,5,849,1898,1965,106000
1309,0,3,No,663,Alq,0,484,Rfn,1974,1309,Gd,10140.0,78.0,99.0,0,6,6,1040,1974,1999,181000
848,0,1,Gd,662,Glq,186,420,Fin,2004,848,Gd,4438.0,69.0,169.0,0,5,6,848,2004,2004,144500
1044,0,2,Av,0,Unf,540,504,Unf,1952,1044,Fa,8712.0,66.0,0.0,0,5,5,540,1952,1952,55993
1442,0,4,No,608,Rec,834,301,Rfn,1958,1442,TA,9750.0,75.0,243.0,0,6,6,1442,1958,1958,157900
686,564,3,No,0,Unf,686,280,None,1955,1250,Fa,8248.0,45.0,0.0,0,7,5,686,1918,1950,116000
1661,0,3,No,0,Unf,1649,598,Rfn,1998,1661,Gd,12137.0,48.0,442.0,34,5,7,1649,1998,1998,224900
1008,0,2,No,486,Blq,522,275,None,1954,1008,TA,11425.0,69.0,0.0,0,6,5,1008,1954,1954,137000
1689,0,3,No,1218,Glq,350,857,Rfn,2002,1689,Gd,13265.0,69.0,148.0,59,5,8,1568,2002,2002,271000
1052,0,3,Av,504,None,506,440,Unf,1971,1052,TA,8816.0,80.0,80.0,0,7,6,1010,1971,1971,155000
1358,0,0,Mn,733,None,625,484,Rfn,2010,1358,Gd,6371.0,44.0,128.0,35,5,7,1358,2009,2010,224000
798,0,3,No,0,Unf,798,595,Rfn,2003,1640,Gd,7226.0,72.0,0.0,45,5,7,798,2003,2003,183000
936,0,2,No,0,Unf,936,576,Unf,1974,936,TA,6000.0,60.0,0.0,32,4,4,936,1953,1953,93000
847,886,3,Gd,0,Unf,847,433,Fin,2003,1733,Gd,12394.0,69.0,0.0,48,5,7,847,2003,2003,225000
944,545,3,No,0,Unf,778,240,Unf,1940,1489,TA,9900.0,60.0,0.0,0,7,6,778,1940,1950,139500
1489,0,3,No,0,Unf,1489,776,Rfn,2006,1489,Gd,11216.0,81.0,0.0,140,5,8,1489,2006,2006,232600
2084,0,2,Av,1636,Glq,442,1220,Fin,2007,2084,Ex,14803.0,114.0,816.0,45,5,10,2078,2007,2008,385000
784,0,2,No,784,Alq,0,0,None,0,784,Gd,6130.0,50.0,0.0,0,6,5,784,1924,1950,109500
1434,0,3,No,20,Glq,1434,527,Rfn,2001,1434,Gd,8529.0,65.0,0.0,39,5,7,1454,2001,2001,189000
1160,966,3,Gd,249,Lwq,0,538,Fin,1967,2126,TA,28698.0,69.0,0.0,0,5,5,1013,1967,1967,185000
520,623,2,No,0,Unf,600,480,Rfn,2005,1223,Gd,2544.0,24.0,0.0,166,5,7,600,2005,2005,147400
1392,0,3,No,1040,Rec,352,458,Rfn,1957,1392,TA,11900.0,80.0,387.0,0,5,6,1392,1957,1957,166000
520,600,2,No,0,Unf,600,480,Rfn,2005,1200,Gd,3180.0,30.0,0.0,166,5,7,600,2005,2005,151000
941,888,3,No,483,Glq,458,613,Rfn,2003,1829,Gd,9548.0,44.0,223.0,39,6,7,941,2003,2003,237000
1516,0,3,No,196,Rec,975,472,Rfn,1964,1516,TA,10004.0,100.0,180.0,0,6,6,1516,1964,1964,167000
1144,0,3,No,572,Rec,572,456,Unf,1961,1144,TA,7875.0,75.0,136.0,0,6,5,1144,1961,1961,139950
1067,0,2,No,442,Blq,625,436,Unf,1996,1067,Gd,9600.0,60.0,0.0,0,7,4,1067,1950,1995,128000
1559,0,0,No,338,Rec,1221,812,Unf,1948,1559,TA,8100.0,90.0,0.0,116,6,5,1559,1948,1973,153500
483,504,2,No,330,Blq,153,264,Unf,1973,987,TA,1680.0,21.0,158.0,0,5,6,483,1973,1973,100000
1099,0,3,No,0,Unf,1099,352,Unf,1999,1099,Gd,9525.0,75.0,0.0,0,6,5,1099,1995,2006,144000
768,432,3,No,352,Blq,416,240,Unf,1946,1200,TA,11767.0,70.0,0.0,0,6,5,768,1946,1995,130500
810,672,0,No,156,Blq,516,400,Unf,1934,1482,Fa,12155.0,69.0,0.0,0,8,6,672,1925,1950,140000
958,581,3,No,0,Unf,650,686,Unf,1983,1539,Gd,10440.0,60.0,0.0,78,8,5,650,1904,2002,157500
1165,0,3,Gd,312,Rec,276,490,Rfn,1966,1165,TA,9020.0,82.0,183.0,129,7,6,1127,1966,1966,174900
1800,0,6,No,0,Unf,1800,0,None,0,1800,TA,8000.0,80.0,0.0,0,4,5,1800,1961,1961,141000
876,540,4,Mn,0,Unf,876,720,Unf,1949,1416,TA,12665.0,100.0,0.0,0,8,5,876,1915,1950,153900
1701,0,3,Gd,1390,Alq,0,611,Fin,1975,1701,TA,16647.0,69.0,0.0,0,5,5,1390,1975,1981,171000
1006,769,3,No,513,Alq,227,425,None,1993,1775,Gd,9317.0,75.0,137.0,72,5,7,740,1993,1993,213000
864,0,0,Av,460,Blq,404,338,Unf,1972,864,TA,15523.0,36.0,0.0,0,6,5,864,1972,1972,133500
1307,1051,5,No,0,Unf,907,360,None,1908,2358,TA,37567.64000000022,75.0,0.0,40,8,6,907,1908,1997,240000
1094,761,3,No,0,Unf,528,512,Rfn,1976,1855,TA,9600.0,80.0,360.0,100,7,6,528,1976,1994,187000
848,0,1,Av,659,Glq,189,420,Fin,2003,848,Gd,4435.0,36.0,170.0,0,5,6,848,2003,2003,131500
1456,0,2,Gd,0,Unf,1273,400,Fin,2003,1456,Gd,3196.0,69.0,40.0,20,5,8,1273,2003,2003,215000
918,728,4,No,364,Rec,554,240,Unf,1941,1646,TA,7128.0,53.0,0.0,0,5,7,918,1941,1950,164000
1445,0,0,Gd,564,None,563,645,Rfn,1964,1445,TA,12095.0,69.0,115.0,0,6,6,1127,1964,1964,158000
1779,0,3,Mn,306,Alq,372,454,Unf,1955,1779,TA,17920.0,102.0,0.0,418,4,5,1763,1955,1974,170000
1040,0,3,No,659,Alq,381,260,Unf,1962,1040,TA,6897.0,69.0,0.0,104,8,5,1040,1962,2010,127000
1026,0,3,Gd,505,Glq,0,576,Unf,1981,1026,TA,10970.0,69.0,0.0,0,6,6,940,1978,1978,147000
702,779,3,No,0,Unf,702,343,Fin,1994,1481,TA,8125.0,65.0,0.0,36,5,6,702,1994,1995,174000
1370,0,3,No,0,Unf,1090,479,Rfn,1976,1370,TA,10400.0,80.0,189.0,0,5,7,1090,1976,1976,152000
1512,1142,4,Mn,619,Blq,435,619,None,1968,2654,Gd,11029.0,69.0,220.0,65,7,6,1054,1968,1984,250000
912,514,3,No,0,Unf,912,216,Unf,1925,1426,Gd,7642.0,55.0,0.0,240,8,7,912,1918,1998,189950
1039,0,3,Mn,841,Blq,198,504,Unf,1965,1039,TA,11625.0,75.0,0.0,0,4,5,1039,1965,1965,131500
1097,0,3,No,338,Glq,702,480,Unf,1986,1097,TA,9672.0,81.0,0.0,0,5,6,1040,1984,1985,152000
1148,0,3,No,1148,Blq,0,672,Unf,1959,1148,TA,7931.0,70.0,0.0,0,5,5,1148,1959,1959,132500
1372,0,3,No,0,Unf,1372,529,Fin,2008,1372,Gd,8640.0,72.0,0.0,140,5,7,1372,2007,2008,250580
1002,0,3,No,828,Blq,174,902,Unf,1973,1002,TA,8750.0,69.0,76.0,0,6,5,1002,1970,1970,148500
1646,0,3,Av,0,None,1638,870,Rfn,2007,1646,Gd,10656.0,67.0,274.0,80,5,8,1638,2006,2007,248900
1120,0,3,No,932,Alq,108,544,Rfn,1961,1120,Fa,6970.0,85.0,0.0,0,5,4,1040,1961,1961,129000
1547,720,2,None,0,None,0,672,Unf,1979,2320,TA,14762.0,69.0,0.0,144,6,5,0,1948,1950,169000
1062,887,3,No,750,Glq,300,574,Fin,1993,1949,Gd,9938.0,80.0,246.0,90,5,7,1050,1993,1994,236000
894,0,2,No,0,Unf,894,308,None,1962,894,TA,6600.0,60.0,0.0,0,5,5,894,1962,1962,109500
